,Word,Filipino translation,Valence,Arousal,Dominance
12132,surgeon,"maninistis, siruhano",5.05,5.78,5
12133,surgery,pag-opera,3.18,5.55,3.2
12134,surgical,pang-opera,3.95,5,3.75
12135,surly,masungit,3.9,3.8,4.95
12136,surname,apelyido,5.1,3.68,5.76
12137,surplus,kalabisan,5.68,3.6,6.58
12138,surprise,sorpresa,7.44,6.57,5.17
12139,surprised,nasorpresa,6.57,5.95,4.72
12140,surprising,kagulat-gulat,6.75,5.65,3.77
12141,surreal,di makapani-paniwala,6.65,5.11,5.12
12142,surrender,"suko, sumuko",3.73,4.58,3.88
12143,surrogate,pangalawa,5.27,4.27,4.5
12144,surround,palibutan,5.42,3.32,4.43
12145,surroundings,kapaligiran,6.37,3.43,5.7
12146,surveillance,pagmamatyag,3.35,4.85,5.48
12147,survey,pagsisiyasat,5.55,3.68,6.93
12148,survival,kaligtasan ng buhay,7.05,5.4,5.86
12149,survive,matirang buhay,6.9,4.53,6.21
12150,survivor,"nakaligtas, surbaybor",6.68,4.81,6.25
12151,susceptible,"madaling kapitan, madaling maapektuhan",3.67,5.19,4
12152,sushi,sushi,6.25,5.84,5.81
12153,suspect,maghinala,2.39,4.57,3.22
12154,suspend,suspindihin,4.32,4.87,4.68
12155,suspense,kapanabikan,5.26,5.84,4.95
12156,suspension,suspensyon,4.35,4.57,5.46
12157,suspicion,hinala,3.33,6.04,4.95
12158,suspicious,kahina-hinala,3.48,5,3.95
12159,sustain,magpatuloy,5.68,3.73,6.45
12160,sustenance,"pagkain, sustento",6,3.28,6.12
12161,suture,tahiin ang sugat,4.36,4.63,4.65
12162,suv,suv,4.75,3.48,5.11
12163,swab,pamunas,4.7,2.56,5.27
12164,swag,kapirasong kurtinang isinasabit,5.37,4.33,5.94
12165,swallow,lunok,5.57,3.78,5.72
12166,swami,swami,4.11,4.05,4.25
12167,swamp,"bana, malubog",4.42,3.33,4.12
12168,swank,rangya,4.84,4.14,5.27
12169,swap,palitan,5.24,3.7,5.12
12170,swarm,kuyog,3.76,6.26,3.92
12171,swastika,suwastika,2.33,5.26,3.35
12172,swat,humampas,4.38,6.21,5.24
12173,sway,gumiwang-giwang,5.25,3.68,6.15
12174,swear,isumpa,3.44,5.05,4.11
12175,sweat,pawis,4.38,5.1,4.69
12176,sweater,panglamig,6.19,2.8,5.95
12177,sweatshirt,panglamig,6.24,2.56,5.05
12178,sweatshop,pabrika ng damit,2.53,5.95,3.39
12179,sweaty,pinagpawisan,3.95,4.78,4.53
12180,sweep,magwalis,5.27,3.89,5.76
12181,sweeper,nagwawalis,5.35,3.23,6.22
12182,sweet,matamis,7.77,4.14,6.12
12183,sweeten,lagyan ng tamis,6.26,4.71,5.74
12184,sweetheart,kasintahan,7.84,5.39,6.76
12185,sweetie,sweetie,7.56,4.35,5.89
12186,sweetness,katamisan,7.37,4.37,5.92
12187,swell,mamaga,5.05,4.56,5.59
12188,swerve,lumihis,4.33,5.35,4.73
12189,swift,layang-laya,5.83,4.88,6.24
12190,swig,"pagtungga, malalaking lagok",4.57,4.48,6
12191,swill,pagbanlaw,4.65,3.81,5.24
12192,swim,lumangoy,6.71,6.05,6.47
12193,swimmer,manlalangoy,6.26,4.26,6.48
12194,swimming,paglangoy,7.2,5.13,5.83
12195,swimsuit,swimsuit,6.05,5.8,5.08
12196,swindle,pananaso,3,4.32,4.13
12197,swindler,manggagantso,2.33,4.82,3.86
12198,swine,baboy,3.11,3.71,4.78
12199,swing,ugoy,6.95,4.1,6.16
12200,swinger,nakalulula,4.37,5.81,4.96
12201,swipe,palo,4.47,3.68,5
12202,swirl,pag-inog,6.45,4.58,5.12
12203,swish,pahaginitin,5.79,3.95,5.8
12204,switch,paglipat,5.29,3.9,6
12205,switchblade,switchblade,3.45,5.71,4.44
12206,switchboard,switsbord,4.86,3.65,5.31
12207,swivel,umiinog,5.26,4.62,5.52
12208,swoon,himatayin,5.76,3.83,5.67
12209,swoop,sisid,5.16,5.62,5.04
12210,sword,tabak,5.27,5.95,6
12211,swordfish,espada,6.15,5.15,5.19
12212,swordplay,"laro sa espada, espadahan",4.94,6.14,4.96
12213,swordsman,eskrimador,5.25,4.72,4.68
12214,sycamore,sikamore,6.36,3.68,4.81
12215,syllable,pantig,4.95,2.5,5.7
12216,syllabus,silabus,4.86,2.95,4.74
12217,symbiotic,simbiyotiko,5.7,4.05,5.16
12218,symbol,simbolo,5.67,2.77,4.96
12219,symbolic,nagsasagisag,6.48,3.74,5.55
12220,symbolism,simbolismo,6.62,3.52,5.3
12221,symbolize,kumakatawan,5.75,4.41,6.29
12222,symmetrical,simetriko,5.76,3.24,5.05
12223,symmetry,simetriya,5.27,3.19,6.42
12224,sympathetic,naghahabag,6.67,3.29,6.3
12225,sympathize,mahabag,6,3.73,7.05
12226,sympathy,pakikiramay,6.57,3.08,5.9
12227,symphonic,simponiko,6.45,6.3,5.69
12228,symphony,simponya,7.15,4.19,5.62
12229,symposium,panayam,4.86,4.04,6
12230,symptom,sintomas,3.33,4.17,5
12231,symptomatic,nagpapakilala,4,4.13,4.94
12232,synagogue,sinagoga,4.85,2.56,4.64
12233,synapse,synapse,5.42,3.95,5.14
12234,synaptic,synaptic,4.57,4.25,4.57
12235,sync,sync,6.21,3.95,6.13
12236,synchronize,"pagparehasin, iparehas",6.26,4.04,6.05
12237,syndicate,sindikato,4.35,3.06,4.67
12238,syndrome,mga sintomas,4.33,4.68,3.77
12239,synergy,synergy,5.42,4.29,5.39
12240,synonymous,magkasingkahulugan,5.24,3.41,5.47
12241,synthesizer,sintesayser,5.16,4.3,5.64
12242,synthetic,sintetiko,4.76,3.61,5.05
12243,syphilis,sakit sa babae,2.17,4.59,3.27
12244,syringe,hiringgilya,3.05,4.81,5.39
12245,syrup,harabe,6.44,3.11,5.25
12246,system,sistema,5.5,3.38,5.65
12247,systematic,maparaan,4.62,3.52,4.65
12248,t-shirt,kamiseta,6.43,2.23,5.19
12249,tab,bayarin,5.09,4.42,5.71
12250,tabasco,tabasko,4.5,5,5.62
12251,tabernacle,tabernakulo,5.65,3.52,5.7
12252,table,mesa,5.49,3,5.84
12253,tablecloth,tapete,5.33,2.81,6.28
12254,tablet,tablet,6.21,3.65,6.1
12255,tabloid,tabloyd,4.84,3.32,3.93
12256,taboo,bawal,4.53,5.06,3.94
12257,tack,maghilbana,4.42,2.85,5
12258,tackle,sumunggab,5.38,4.43,5.2
12259,tacky,hindi kaakit-akit,3.68,4.05,4.58
12260,taco,tako,6.53,4.19,6.13
12261,tact,taktika,5.71,3.95,5.94
12262,tactful,maingat sa pagsasalita,6.18,3.62,6.32
12263,tactic,taktika,5.7,5.05,6.19
12264,tactical,pantaktika,5.05,4.27,5.46
12265,tad,"bahagya, medyo",5.45,3.68,5.58
12266,tadpole,"kikinsot, butete",6,4.17,5.32
12267,taffy,tapi,5.95,3.45,5
12268,tag,"markahan, tatakan",4.79,3.29,5.88
12269,tail,buntot,5.3,3.27,5.32
12270,tailgate,nakatutok sa unahang sasakyan,4.81,4.57,4.8
12271,taillight,ilaw sa likuran,5.11,3.56,5.53
12272,tailor,sastre,5.29,3.61,6.17
12273,tailpipe,tambutso,4.67,3.13,5.94
12274,taint,makabulok,3.77,4.43,4.45
12275,take,kumuha,4.82,4.52,4.83
12276,takeoff,mag-alis,5.5,3.77,5.11
12277,takeout,ilabas,6.63,4.45,6.42
12278,takeover,pumalit,3.71,4.73,5.65
12279,taker,mananakot,3.17,3.82,3.7
12280,talcum,magtalko,5.45,4.05,4.71
12281,tale,kuwento,5.95,3.09,6.19
12282,talent,talento,6.3,5.6,6.11
12283,talented,may talento,7.95,4.55,6.14
12284,talisman,anting-anting,5.68,4.6,4.83
12285,talk,usap,6.64,3.38,6.44
12286,talkative,madaldal,5.56,4.45,5.79
12287,talker,"madaldal, masalita",4.55,4.05,6
12288,tall,matangkad,6.71,3.85,6.47
12289,tally,tara,4.74,3.44,6.29
12290,talon,kuko,5.06,4.9,4.72
12291,tambourine,tamborina,6.1,3.33,6.04
12292,tame,paamuin,6.14,3.65,5.47
12293,tamer,tagapagpaamo,5.48,3.76,5.92
12294,tamper,pakialaman,3.33,5.55,4.63
12295,tampon,maliit na bilo,3.1,4.22,5.54
12296,tan,kayumanggi,6.05,3.75,5.5
12297,tang,matapang na lasa,4.62,4.05,5.32
12298,tangerine,dalanghita,6.81,3.9,6
12299,tangible,nasasalat,5.63,4.18,6.56
12300,tangle,tirintas ng buhok,3.95,4.52,4.35
12301,tango,tango,5.47,4.48,6.04
12302,tank,tangke,4.71,4.32,4.92
12303,tank top,sando,6.25,5.14,5.32
12304,tanker,barko-tangke,4.74,4,5.33
12305,tantrum,pagwala,3.15,5.05,3.4
12306,tap,tapik,5.33,3.95,6.12
12307,tape,pandikit,5.5,3.4,5.11
12308,tape measure,pansukat (na tali),5.05,4.1,5.68
12309,tapestry,mga panabing na kayo,5.65,2.67,5.6
12310,tapeworm,bulating mahaba,2.19,4.9,3.33
12311,tapioca,tapioka,5.48,3.74,5.67
12312,taps,tinatapik,4.79,3.14,4.58
12313,tar,alkitran,3.9,3.65,5.1
12314,tarantula,tarantula,3.37,6.76,4.04
12315,tardiness,kupad,2.95,5.05,4.3
12316,tardy,huli,3.47,4.3,4.35
12317,target,kalasag,5.24,5.35,6.42
12318,tarmac,tarmak,4.76,3.1,5.35
12319,tarot,tarot,3.9,3.96,4.77
12320,tarp,pangtrapal,4.79,2.9,4.36
12321,tarry,tumigil,4.68,3.1,4.55
12322,tart,kakaning hopya,5.43,4.8,5.68
12323,tartar,tartar,4.52,2.73,5.38
12324,task,tungkulin,6.05,3.83,6.18
12325,tassel,palamuti,4.95,4.78,5.32
12326,taste,lasa,6.63,4.56,7.33
12327,tasteful,malasa,6.89,4.73,6.54
12328,tasteless,"matabang, walang lasa",3.25,3.86,5.4
12329,tasty,malasa,6.89,5.28,6.18
12330,tattler,"masatsat, masalita",2.84,4.45,4.75
12331,tattletale,sinungaling magkwento,2.95,6.1,4.7
12332,tattoo,pinta sa katawan,4.45,5,6.63
12333,taunt,lumait,3.4,4.85,3.23
12334,taupe,taupe,4.7,3.7,5.77
12335,taut,banat,4.25,4.29,4.73
12336,tavern,inuman,5.55,4.22,5
12337,tawdry,tanawin,3.9,3.35,3.37
12338,tawny,kayumanggi,4.86,4.16,4.38
12339,tax,buwis,3,4.52,3.05
12340,taxi,taksi,4.79,3.79,4.53
12341,taxicab,taksi,5,3.8,5.24
12342,taxpayer,tagabayad ng buwis,4.05,2.96,5.06
12343,tea,tsaa,6.56,2.05,6
12344,teach,turo,7.06,3.47,5.78
12345,teacher,guro,7.37,2.9,5.95
12346,teacup,tasa,6.5,3.57,5.58
12347,teahouse,tsaahan,6.44,2.76,5.61
12348,teal,teal,5.7,3.73,5.7
12349,team,pangkat,5.91,3.38,6.53
12350,teammate,kakampi,6.2,3.74,5.68
12351,teamwork,pagtutulungan,6.26,4.64,5.54
12352,teapot,"tsareta, takure",6,3.39,5.67
12353,tear,luha,3.14,4.8,5.68
12354,tearful,naluluha,3.67,4.92,3.42
12355,tease,biro,4.17,5.21,5.24
12356,teaspoon,kutsara,5.25,2.47,5.43
12357,teatime,oras ng pag-inom ng tsaa,6.4,3.16,5.82
12358,tech,tech,5.77,4.1,5.55
12359,technical,"teknikal, sanay",5,5.28,6.24
12360,technicality,sanayan,4.21,4.36,4.3
12361,technician,teknisyan,5.65,3.33,4.81
12362,technique,paraan,7,3.45,5.68
12363,techno,tekno,5.53,5,5.18
12364,technological,teknolohikal,5.3,4.56,6.25
12365,technology,teknolohiya,5.53,4.62,5.2
12366,teddy bear,teddy bear,7.38,3.74,6.35
12367,tedious,nakakapagod,3.62,4.37,4.1
12368,tee,tee,5.4,3.68,6.15
12369,teeming,maghahayag,4.83,3.6,4.4
12370,teen,binatilyo,5.1,3.86,4.89
12371,teenage,kabataan,5.8,5.26,5.05
12372,teenager,"kabataan, kasibulang-gulang",4.58,4.23,4.3
12373,teens,kabataan,5.58,3.96,4
12374,teensy,konti,5.09,3.77,5.84
12375,teeny,maliit  ,5.62,3.74,5
12376,teeth,ngipin,5,3.8,5.65
12377,teething,nagngingipin,3.11,4.05,4.12
12378,telegram,telegrama,5.27,4.14,5.14
12379,telegraph,telegrapo,5.37,2.82,5.21
12380,telekinesis,telekinesis,5.9,5.68,4.62
12381,telemetry,telemetriya,5,3.5,5.48
12382,telepathic,telepatiko,5.9,4.62,5.24
12383,telepathy,telepatya,5,5.7,5.26
12384,telephone,telepono,5.71,4.3,6.74
12385,telescope,teleskopyo,6.75,3.38,6.07
12386,telethon,teleton,3.11,3,5.29
12387,teletype,teletipo,5.2,3.86,5.21
12388,televised,ipalabas,6,4,5.37
12389,television,telebisyon,7.18,4.1,6.21
12390,tell,sabihin,5.27,3.86,4.94
12391,teller,tagapagsabi,5.33,3,4.32
12392,temp,temp,4.63,3.62,4.9
12393,temper,sumpong,3.89,4.9,4.61
12394,temperament,kalagayan,4.67,3.8,5.32
12395,temperamental,maramdamin,3.86,5.7,4.61
12396,temperance,hinahon,5.05,4,6.58
12397,temperature,temperatura,5.58,4.86,4.64
12398,tempest,bagyo,4.52,5.26,4.62
12399,template,template,5.45,3.46,4.86
12400,temple,templo,5.3,3.36,5.84
12401,tempo,"tiyempo, tempo",5.59,4,6
12402,temporal,lumilipas,4.57,3.38,5.42
12403,temporary,"pansamantala, temporaryo",4.33,3.35,4.29
12404,tempt,tuksuhin,5,5.29,4.8
12405,temptation,tukso,4.5,5.38,5.25
12406,tempting,natutukso,6.05,6.06,5.17
12407,temptress,nanunukso,4.68,5.43,4.42
12408,ten,sampu,5.16,3.1,4.8
12409,tenacious,matinding nakadikit,5.65,4.78,5.42
12410,tenant,nangungupahan,4.57,2.59,5.41
12411,tend,dumako,4.8,3.22,6.33
12412,tendency,ugali,4.85,3.72,4.68
12413,tender,malambot,6.47,3.22,5.85
12414,tenderfoot,taong laki sa layaw,4.26,3.16,4.95
12415,tenderness,lambing,6.89,3.1,5.08
12416,tendon,litid,5.11,3.3,4.68
12417,tenement,tenemente,4.55,3.77,5.05
12418,tennis,tennis,5.4,3.89,5.68
12419,tenor,tenor,5.48,4,5.69
12420,tense,nakahihindik,2.75,5.32,4.72
12421,tension,tensyon,3.6,5.08,4.53
12422,tent,tent,6.23,3.38,5.91
12423,tentative,pansamantala,5.1,3.4,5.16
12424,tenure,"pagmamay-ari, pagkakapanungkulan",4.6,3.65,5.68
12425,tepee,tepee,6.29,4,4.95
12426,tequila,"tequila, tekila",6.27,5.77,5.38
12427,teriyaki,terriyaki,6.57,4.16,5.58
12428,term,salita,5.57,3.6,5.5
12429,terminal,terminal,4.27,3.68,4.15
12430,terminate,tapusin,3.05,4.95,3.25
12431,termination,terminasyon,2.95,5.9,3.38
12432,terminator,terminador,5.43,6.05,4.34
12433,terminology,terminolohiya,5.67,2.8,5.32
12434,termite,anay,3.08,4.24,3.53
12435,terrace,palayan,5.33,3.52,4.86
12436,terrain,patagan,5.53,3.09,4.83
12437,terrible,masama,2.1,4.39,3.4
12438,terrier,terrier,6.2,3.75,5.32
12439,terrific,magaling,7.12,5.46,6.27
12440,terrified,natakot,2.51,6.1,3.29
12441,terrify,takutin,2.84,6.39,2.79
12442,terrifying,nakakatakot,2.63,5.91,2.68
12443,territorial,teritoryal,4.16,4.29,5.32
12444,territory,teritoryo,5.3,4.32,6.23
12445,terror,nakakatakot,2.75,6.35,2.95
12446,terrorism,terorismo,1.6,7.42,2.69
12447,terrorist,terorista,2.35,6.09,3.02
12448,terrorize,tumakot,2.5,5.95,3.05
12449,test,pagsusulit,4.44,4.3,4.06
12450,testament,testamento,5,3.94,5.68
12451,testicle,"testicle, itlog",4.19,5.4,4.86
12452,testicular,testikular,3.89,4.95,4.14
12453,testify,nagpatunay,4.55,6.16,5.88
12454,testimonial,patunay,5.89,3.15,4.8
12455,testimony,testimonya,5.05,4.22,4.63
12456,testosterone,testosterone,5.2,6.75,4.73
12457,testy,yamutin,3.55,4.55,5.47
12458,tetanus,tetano,3.33,5.52,4.2
12459,tether,suga,4.32,4.19,4.7
12460,text,salita,6.5,3.48,6.33
12461,textbook,libro,5,2.94,5.17
12462,textile,habi,4.89,3.38,5.71
12463,texture,yari,5.57,3.33,5.29
12464,thank,salamat,7.77,3.33,6.89
12465,thankful,mapagpasalamat,7.76,4.52,6.55
12466,thankless,kawalang-salamat,3.63,4.86,4.68
12467,thanks,salamat,7.73,4.05,6.72
12468,thanksgiving,pagpapasalamat,6.79,4.95,6.25
12469,thatch,takpan,5.2,2.8,4.86
12470,thaw,patunawin ang yelo,4.95,3.84,5.82
12471,theater,teatro,6.14,3.73,5.54
12472,theatrical,teatrikal,5.3,5.36,6.95
12473,theatrics,teatrika,5.45,5.05,6.21
12474,theft,pagnanakaw,2.6,5.17,3.93
12475,theme,tema,5.43,3.08,5.9
12476,theology,teolohiya,4.95,3.32,5.35
12477,theoretical,"panteorya, teoretikal",4.8,3.9,4.97
12478,theory,teorya,5.65,4.41,5.76
12479,therapeutic,nakakagaling,6.29,2.18,6.59
12480,therapist,terapist,4.43,3.32,4.23
12481,therapy,terapyutik,5.1,3.74,4.73
12482,thermal,mainit,5.36,3.48,5.09
12483,thermometer,termometer,5.22,3.36,5.32
12484,thermos,termos,5.79,3.15,5.17
12485,thermostat,termostat,5.48,3.56,5.73
12486,thesis,sanaysay,4.7,4.1,5.88
12487,thick,makapal,4.63,3.13,5.72
12488,thicket,kaukulan,4.33,3.25,4.45
12489,thickness,kakapalan,5.19,3.74,4.95
12490,thief,magnanakaw,2.32,6.05,3.14
12491,thigh,"pata, nita",5.22,5.32,5.73
12492,thin,mapayat,5.47,4.5,5.33
12493,thing,gamit,5.55,3.43,5.41
12494,thingy,bagay,5.42,4.27,5.16
12495,think,mag-isip,6.68,3.75,6.5
12496,thinker,tagaisip,7.26,4.45,7.68
12497,third,pangatlo,5,2.64,5.61
12498,thirst,uhaw,4.14,4.12,6
12499,thirsty,nauuhaw,4.48,4.08,6.2
12500,thirteen,labintatlo,5.11,4.36,4.46
12501,thirty,tatlumput,4.74,3.57,5.7
12502,thistle,dawag o tinikan,4.95,3.9,3.73
12503,thong,sinturon,5.48,4.68,5.16
12504,thorn,tinik,3.62,4.2,4.1
12505,thorny,mahirap,3.1,4.92,3.68
12506,thorough,"masusi, masinop",6.15,3.3,7.28
12507,thoroughbred,taong nag-aral,6.47,4.65,5.55
12508,thoroughfare,daanan,5.19,4.32,5.81
12509,thought,naisip,6.76,4.16,6.15
12510,thoughtful,nag-isip,7.26,2.55,6.62
12511,thoughtless,walang isip,4.05,4.43,4.45
12512,thousand,libo,6.44,3.5,6
12513,thrash,makinang,3.48,4.3,5.05
12514,thread,sinulid,5.5,3.87,5.5
12515,threat,pagbababanta,2.63,6.57,3.6
12516,threaten,nagbababanta,2.6,6.05,3.29
12517,three,tatlo,5.43,3.38,5.45
12518,threesome,"tatluhan, pangatlo",5.89,5.7,6
12519,threshold,hangganan,5.53,3.09,4.61
12520,thrift,pag-iimpok,5.72,2.95,5.93
12521,thrill,kiligin ,7.37,7.19,6.09
12522,thriller,nakakakilig,5.75,6,4.57
12523,thrilling,kapana-panabik,7.19,6.16,5.95
12524,thrive,umunlad,6.79,5.65,7.05
12525,thriving,umuunlad,5.9,5.22,7.42
12526,throat,lalamunan,4.76,4.2,5.84
12527,throbbing,tumitibok,3.68,5.64,4.89
12528,throes,pagsubok,4.5,4.71,4.65
12529,throne,trono,5.45,5.22,6.19
12530,throttle,manakal,5.55,5.36,5.71
12531,throw,magtapon,5.55,4.52,6.12
12532,throwback,balik-alaala,5.42,4.57,5
12533,thrower,tagatapon,4.57,3.58,5.24
12534,thrust,malakas na tulak,5.75,5.29,6.11
12535,thruster,tagatulak ng malakas,4.56,4.7,4.94
12536,thud,kumalabag,4.24,5.05,4.52
12537,thug,astig,2.52,5.48,3.53
12538,thumb,hinlalaki,5.62,3.84,5.79
12539,thumbprint,marka ng hinlalaki,5.6,4.33,5.03
12540,thump,"lumagpak, binugbog",4.42,4,5.5
12541,thumper,dabog,5,4.09,4.83
12542,thunder,pagkulog,5.74,5.75,3.9
12543,thunderbolt,kulog,5.63,6.29,4.17
12544,thunderclap,dagundong ng kulog,4.53,5.57,4.18
12545,thunderstorm,bagyo,5.67,6.1,3.5
12546,thyroid,teryodiyo,4.28,3.14,3.13
12547,tiara,korona,5.48,5.05,5.23
12548,tibia,lulod,4.41,3.52,5.56
12549,tic,pagkimbit ng laman,4.24,4.41,3.71
12550,tick,tsek,3.05,3.82,3.62
12551,ticker,pendola,4.43,3.84,5.82
12552,ticket,tiket,5.28,3.95,5
12553,tickle,kiliti,6.14,5.86,5.28
12554,ticklish,makilitiin,6.19,4.88,4.39
12555,tidal,tungkol sa mga alon,5.33,5.05,5.32
12556,tidal wave,daluyong,4.9,4.8,3
12557,tide,malaking alon,6.55,5.47,4.76
12558,tidings,balita,6.25,3.55,4.82
12559,tidy,malinis,6.24,2.86,6.75
12560,tie,kurbata,5.33,3.1,5.17
12561,tier,baitang,4.95,3.73,5.63
12562,tiger,tigre,6,5.55,4.4
12563,tighten,higpitan,5,5.68,6.08
12564,tightrope,mahigpit na unat na lubid,4.81,4.18,3.89
12565,tights,kasuotang pitis o hakab,5.95,3.45,4.56
12566,tile,baldosa,5,2.89,4.82
12567,tilt,pagtabing,4.78,4.59,5.8
12568,timber,troso,4.9,3.73,5.37
12569,time,oras,5.6,3.41,4.36
12570,timeless,walang hanggang,5.89,3.4,5.45
12571,timely,nasa oras,6.14,3.48,5.9
12572,timeout,gatol,4.05,3.81,4.72
12573,timer,"taga bilang ng oras, tagaoras",4.81,4.17,4.27
12574,times,beses,5.91,3.19,6.12
12575,timetable,talauran,4.9,3.62,5.56
12576,timid,mahiyain,3.37,3.15,4.69
12577,timing,tiyempo,5.67,3.4,5.36
12578,tin,lata,4.95,2.73,5.54
12579,tinfoil,palara,4.79,3.25,5
12580,tingle,kiligin,6.23,5.24,5.52
12581,tinker,kalikutin,5.95,2.83,5.95
12582,tinkle,magpakiling,5.55,3.75,5.22
12583,tinkling,taginting,5.33,5.4,5.91
12584,tinsel,tinsel,5.7,4.05,5.15
12585,tiny,maliit na maliit,5.1,4.6,6.16
12586,tip,tumagilid,6.77,4.05,5.84
12587,tipper,tirak,5.25,3.73,6.81
12588,tipster,tipster,5.3,3.62,5.65
12589,tipsy,nahihilo,5.6,4.7,4.57
12590,tiptoe,tumiyad,5.32,3.76,5.74
12591,tire,gulong,4.55,3.09,5.52
12592,tired,pagod,4.29,3.67,5.06
12593,tireless,walang pagod,4.95,4.41,6.09
12594,tiresome,nakapanghihina,3.86,2.52,4.73
12595,tiring,nakakapagod,3.68,3.55,3.78
12596,tissue,tisyu,5.3,3.1,5.32
12597,tit,utong,5.76,6.14,4.86
12598,titan,"malaking bagay, tao",5.71,4.32,6.05
12599,titanic,malaki,4.42,4.39,4.53
12600,titanium,titaniyum,5.26,3.78,5.88
12601,title,pamagat,5.71,2.15,5.25
12602,toad,palaka,6,3.62,4.84
12603,toast,tostadong tinapay,6.73,3.65,6.39
12604,toaster,pangtusta,5.8,3.85,6.23
12605,toasty,tustado,6.05,4.65,5.57
12606,tobacco,tabako,3.37,5,4.13
12607,toddler,sanggol,6.28,4.2,4.88
12608,toe,paa,5.24,3.1,5.1
12609,toenail,kuko,3.95,3.06,5.96
12610,toffee,toffee,6.19,5,6.33
12611,tofu,tokwa,4.29,3.09,4.9
12612,toga,toga,5.36,3.75,6.09
12613,togetherness,pagsasama-sama,6.3,4.64,6.37
12614,toil,mabigat na trabaho,3.62,5.55,4.92
12615,toilet,banyo,3.71,4.5,6.37
12616,token,maliit na alaala,5.63,3.09,5.3
12617,tolerable,matitiis,4.9,4.4,5.73
12618,tolerance,pagtitiis,6.43,3.36,5.96
12619,tolerant,matiisin,5.9,3.09,6
12620,tolerate,tiisin,6.19,3.14,5.7
12621,toll,"bayad, agunyas, plegarya",3.53,3.95,3.59
12622,tomahawk,tomahawk,4.86,5.19,4.91
12623,tomato,kamatis,5.8,2.68,5.46
12624,tomatoes,mga kamatis,6.25,3.82,5.42
12625,tomb,libingan,3.58,4.06,3.3
12626,tombstone,lapida,3.14,4.86,3.89
12627,tomcat,pusang lalaki,5.16,4.74,4.58
12628,tome,malaking aklat,5.29,4.6,6.24
12629,ton,tonelada,5,3.55,5.08
12630,tone,tono,5.47,3.67,5.18
12631,toner,toner,5.11,4.14,5.65
12632,tongs,sipit,5,3.25,5.25
12633,tongue,dila,6.29,4.25,6.32
12634,tonic,gamot na pampalakas,6.05,4.25,5.51
12635,tool,kasangkapan,5.07,3.91,5.98
12636,toolbox,lalagyan ng kasangkapan,4.7,4.05,6.42
12637,toot,silbato,4.74,4,5.53
12638,tooth,ngipin,5.06,3.52,4.89
12639,toothache,sakit ng ngipin,2.32,5.86,2.95
12640,toothbrush,sipilyo,5.58,3.38,6.21
12641,toothless,walang ngipin,2.52,4,3.52
12642,toothpaste,toothpaste,5.21,2.86,6.12
12643,toothpick,palito,4.89,3.33,5.96
12644,toots,"sipol, silbato",5.2,5.1,5.15
12645,top,tuktok,6,4.33,6.25
12646,topaz,topasiyo,5.55,3.87,6.19
12647,topic,paksa,5.5,3.2,5.96
12648,topical,pangkasalukuyan,5.35,3.29,5.73
12649,topless,walang pang-itaas,5.36,6.61,5.68
12650,topple,"madapa, mawalan ng balanse",4.86,3.21,4.9
12651,topside,sa kubyerta,4.9,3.36,5.63
12652,torch,tanglaw,4.5,5.12,5.86
12653,torment,pahirapan,2.53,6.17,3.96
12654,tornado,buhawi,3.63,7.45,2.87
12655,torpedo,turpido,3.71,4.48,3.89
12656,torque,torke,5.3,4.9,5.06
12657,torrent,malakas na agas,4.86,5,4.61
12658,torrid,maiinit,3.65,3.45,3.9
12659,torso,katawan ng tao,5.23,3.85,6
12660,tortoise,pagong,5.58,3.32,5.54
12661,torture,pahirap ,1.4,5.09,2.76
12662,toss,itapon,5,4.18,5.77
12663,tot,bata,6.36,3.14,5.5
12664,total,kabuuan,5.32,4.25,6.89
12665,tote,magdala,5.45,4.25,5.63
12666,totem,totem,5.32,4.78,5.83
12667,touch,hipo,6.64,4.9,6.24
12668,touchdown,paglapag ng eroplano,7.11,4.86,5.91
12669,touchy,masyadong maramdamin,4.29,3.88,3.63
12670,tough,matigas,4.45,4.24,6
12671,toughen,paganitin,5.37,4.28,5.94
12672,toupee,"tambulok, peluka",4,3.06,4.96
12673,tour,maglakbay,6,4.8,7
12674,tourism,panlalakbay,5.35,4.06,5.65
12675,tourist,turista,5.71,3.57,5.05
12676,tournament,paligsahan,6.24,4.08,5.18
12677,tourniquet,tornikete,4.05,5.05,4.24
12678,tout,magbenta,5.35,4.58,5.65
12679,tow,paghila,5.38,3.75,5.33
12680,towel,tuwalya,6.14,2.9,5.86
12681,tower,tore,5.24,3.86,5.45
12682,towering,mapakataas,4.35,4.12,5
12683,town,bayan,5.59,3.81,5.47
12684,townhouse,bayan-bahay,5.95,4.3,4.57
12685,township,nayon,5.35,2.9,5.33
12686,townspeople,mga taong-bayan,5.81,2.91,6.06
12687,toxic,dahil sa lason,2.35,5.29,4.13
12688,toxicity,pagalason,2.47,4.6,3.28
12689,toxicology,pag-aaral ng kemikal,3.62,3.7,5.17
12690,toxin,lason,2.42,5.52,3.45
12691,toy,laruan,7.29,4.29,5.61
12692,toymaker,tagagawa ng laruan,6.76,3.9,6.2
12693,trace,bakas,4.74,2.84,5.95
12694,traceable,matutunton,4.63,3.61,5.24
12695,tracer,sinagan,5.05,3.86,5.28
12696,trachea,tatagukan,4.73,4.21,4.38
12697,track,riles,5.78,3.76,4.67
12698,tracker,mangangaso,4.87,4.59,5
